2025-06-05,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",273350
2025-06-07,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",269100
2025-06-10,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",271600
2025-06-11,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",273100
2025-06-12,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",275600
2025-06-18,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",279100
2025-06-19,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",281350
2025-06-24,"Billets (AA6063) Dia 5"" , 6"" - subject to availability",287850
