2025-06-05,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",263000
2025-06-07,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",258750
2025-06-10,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",261250
2025-06-11,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",262750
2025-06-12,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",265250
2025-06-18,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",268750
2025-06-19,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",271000
2025-06-24,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",277500
2025-06-25,"EC Grade Wire Rods, Dia 9.5 mm - Conductivity 61% min",272750
