2025-06-05,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",271850
2025-06-07,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",267600
2025-06-10,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",270100
2025-06-11,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",271600
2025-06-12,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",274100
2025-06-18,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",277600
2025-06-19,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",279850
2025-06-24,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",286350
2025-06-25,"Billets (AA6063) Dia 7"", 8"" & 9"" - subject to availability",281600
